9820 Mafube  Tweeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9820 Mafube Mafahlaneng Tweeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9830 Mafube  Frankfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9830 Mafube Namahadi Frankfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9835 Phumelela  Vrede,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9978 Kopanong Ipopeng Fauresmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9978 Kopanong Vrayville Fauresmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982 Letsemeng  Luckhoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982 Letsemeng Relebohile Luckhoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982 Letsemeng Teisiesville Luckhoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986 Letsemeng  Koffiefontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986 Letsemeng Diamanthoogte Koffiefontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986 Letsemeng Ditlake Koffiefontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986 Letsemeng Relebohile Luckhoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987 Letsemeng Oppermans Koffiefontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992 Kopanong  Bethulie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992 Kopanong Cloetes Park Bethulie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992 Kopanong Lephoi Bethulie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992 Kopanong Pelandaba Bethulie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9835 Phumelela Thembalihle Vrede,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9840 Mafube  Villiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9840 Mafube Qalabotjiha Villiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9840 Mangaung Riverside Villiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9850 Mafube Cornelia Vrede,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9850 Mafube Ntswanatsati Cornelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9860 Maluti a Phofung  Kestell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9860 Maluti a Phofung Thlolong Kestell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866 Maluti a Phofung  Phuthaditjhaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866 Maluti a Phofung Industrial Area Phuthaditjhaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866 Maluti a Phofung Industriele Gebied Phuthaditjhaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866 Mangaung Riverside Phuthaditjhaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9868 Maluti a Phofung Mokodumela Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung  Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung  Phuthaditjhaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Bluegumbush Phuthaditjhaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Boiketlo Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Bolata Mokodumela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung De Bult Phuthaditjhaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Elite Phuthaditjhaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Ha-Nchabeng Mokodumela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Haniville Mokodumela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Ha-Sethunya Mokodumela,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Kenzintown Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Masilonyana Lusaka Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Setsoto Mabolela Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Makeneng Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Masaleng Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Matlakeng Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Matshekheng Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Matsikeng Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Monontsha Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Namahadi Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Qholaqhwe Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Riverview Phuthaditjhaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Thababusiho Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Thabana Tsoana Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869 Maluti a Phofung Thibella Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9870 Maluti a Phofung  Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9870 Maluti a Phofung  Makhalaneng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9870 Maluti a Phofung Clubview Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9870 Maluti a Phofung Mandela Park Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9870 Maluti a Phofung Pabalong Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9870 Matjhabeng Thabong Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9872 Maluti a Phofung  Dikgakeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9873 Maluti a Phofung Metsimatsho Dikgakeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9874 Maluti a Phofung  Poelong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9875 Maluti a Phofung Tsheseng Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9876 Maluti a Phofung  Diqhobong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9877 Maluti a Phofung Masechaba Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9878 Maluti a Phofung Iketsetseng Witsieshoek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880 Maluti a Phofung  Harrismith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880 Maluti a Phofung 42nd Hill Harrismith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880 Maluti a Phofung Bergsig Harrismith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880 Maluti a Phofung Intabazwe Harrismith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880 Maluti a Phofung Phomolong Harrismith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880 Maluti a Phofung Wilgerpark Harrismith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9882 Phumelela Verkykerskop Harrismith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883 Maluti a Phofung Swinburne Harrismith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9885 Maluti a Phofung Tsiame Harrismith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9890 Phumelela  Warden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9890 Phumelela Ezenzeleni Warden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904 Kopanong  Reddersburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904 Kopanong Matoporong Reddersburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908 Kopanong  Edenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908 Kopanong Edenhoogte Edenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908 Kopanong Hara Sebei Edenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913 Kopanong  Trompsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913 Kopanong Madikgetla Trompsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913 Kopanong Noordmanville Trompsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913 Kopanong Sunset View Trompsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913 Kopanong Sunsetvion Trompsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917 Kopanong  Springfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917 Kopanong Maphodi Springfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917 Kopanong Williamville Springfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922 Gariep Gariepdam Colesberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9928 Mangaung De Brug Bloemfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932 Letsemeng  Petrusburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932 Letsemeng Bolokanang Petrusburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936 Letsemeng Perdeberg Petrusburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940 Naledi FS  Dewetsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940 Naledi FS Morojaneng Dewetsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944 Naledi FS  Wepener,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944 Ngwathe Hoogte Wepener,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944 Naledi FS Kanana Wepener,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944 Naledi FS New Location Wepener,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944 Naledi FS Nuwe Lokasie Wepener,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944 Naledi FS Qibing Wepener,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9945 Naledi FS Van Stadensrus Zastron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950 Mohokare  Zastron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950 Kopanong Itumeleng Zastron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950 Mohokare New Location Zastron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950 Mohokare Nuwe Lokasie Zastron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951 Mohokare Boesmanskop Zastron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958 Mohokare  Rouxville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958 Mohokare Rweleletunya Rouxville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9966 Mohokare  Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9966 Mohokare Bofula Tshepe Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9966 Mohokare Rietpoort Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970 Kopanong  Philippolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9474 Matjhabeng  Thabong East,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475 Matjhabeng Stuirmanspan Motsethabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9476 Matjhabeng Freddies 3 Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9476 Matjhabeng Freddies 5 Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9476 Matjhabeng Freddies 7 Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9476 Matjhabeng Ntlafatsong Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9477 Matjhabeng Unisel Welkom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478 Matjhabeng Thabong Motsethabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9479 Tswelopele  Hoopstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480 Matjhabeng  Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480 Mangaung Hospitaalpark Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480 Moqhaka Industria Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480 Matjhabeng Kalkkuil Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480 Matjhabeng Kutlwanong Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480 Matjhabeng Merafong Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480 Matjhabeng Residensia Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480 Matjhabeng Rosskent Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9481 Matjhabeng Odendaalsrus Central Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9482 Tokologo  Hertzogville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9482 Tokologo Malebogo Hertzogville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9483 Matjhabeng Freddies Blok 2 Merafong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9483 Matjhabeng Merafong Odendaalsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9484 Matjhabeng Oryx Mine Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9484 Matjhabeng Oryx Myn Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9485 Setsoto Matwabeng Senekal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486 Matjhabeng  Manny's,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9487 Matjhabeng Square Deal Motsethabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9488 Matjhabeng Reitzpark Welkom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489 Matjhabeng  Tikwana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9490 Matjhabeng  Allanridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9490 Matjhabeng Nyakallong Allanridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9492 Matjhabeng Nyakallong Allanridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493 Matjhabeng Bambanani Allanridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka  Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Brentpark Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Constantia Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Constantiapark Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Dawid Malanville Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Elandia Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Gelukwaarts Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Gevangenisterrein Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Goedgedacht Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Dihlabeng Jordania Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Koe Koe Village Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Kroonheuwel Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Lengau Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Maokeng Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Market Square Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Markplein Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Morewag Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Noordhoek Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Matjhabeng Ou Dorp Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Panorama Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Phomalong Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Presidensia Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Prison Area Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Seisoville Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Suidrand Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Tuinhof Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Mangaung Uitsig Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Vooruitsig Gevangenis Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Vooruitsig Prison Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Wespark Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499 Moqhaka Wilgenhof Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9500 Moqhaka  Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501 Moqhaka Kroonheuwel Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502 Moqhaka Kroonpark Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9503 Moqhaka Lengau Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9503 Moqhaka Snake Park Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9505 Ngwathe Heuningspruit Kroonstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9515 Moqhaka  Steynsrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520 Moqhaka  Viljoenskroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520 Moqhaka Rammulotsi Viljoenskroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9521 Moqhaka Rammulotsi Viljoenskroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535 Ngwathe  Edenville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535 Ngwathe Ngqwatha Edenville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540 Ngwathe  Koppies,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540 Ngwathe Kwakwatsi Koppies,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9580 Metsimaholo Hunterville Sasolburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe  Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe Beaumont Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Masilonyana Lusaka Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe Mandela Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe Mokwallo Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe Oudewerfpark Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe Pomona Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe Schonkenville Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe Sesulu Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe Sunnyside Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe Tokologo Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe Tumahole Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585 Ngwathe West End Parys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9595 Ngwathe  Vredefort,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970 Kopanong Bergmanshoogte Philippolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970 Kopanong Poding Tse Rollo Philippolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974 Kopanong  Jagersfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974 Kopanong Charlesville Jagersfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974 Kopanong Itumeleng Jagersfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974 Kopanong Mosenthalville Jagersfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9978 Kopanong  Fauresmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9595 Mangaung Phahameng Vredefort,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600 Setsoto  Senekal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600 Setsoto De Rust Senekal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600 Setsoto Industrial Area Senekal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600 Setsoto Industriele Gebied Senekal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600 Setsoto Matwabeng Senekal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600 Setsoto Thabeng Senekal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600 Setsoto Thambo Senekal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602 Nketoana  Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602 Nketoana Leratswana Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9610 Setsoto  Marquard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9610 Setsoto Moemaneng Marquard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9630 Nketoana  Lindley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9630 Nketoana Ntha Lindley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9630 Nketoana Sisulu Park Lindley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9640 Nketoana  Petrus Steyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9640 Nketoana Mamafubedu Petrus Steyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650 Ngwathe  Heilbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650 Ngwathe New Location Heilbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650 Ngwathe Nuwe Lokasie Heilbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650 Ngwathe Phiritona Heilbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650 Ngwathe Sandersville Heilbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650 Ngwathe Vegkop Heilbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660 Nala  Bothaville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660 Nala Khotsong Bothaville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660 Nala Meyerhof Bothaville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9661 Nala Nyakane Bothaville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9663 Nala Skoonspruit Bothaville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9664 Nala  Ramosili,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670 Tswelopele  Bultfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670 Mangaung Phahameng Bultfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680 Nala  Wesselsbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680 Nala Dikataneng Wesselsbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680 Moqhaka Industria Wesselsbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680 Nala Railway Sect Wesselsbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680 Nala Vergesig Wesselsbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682 Nala Monyakeng Wesselsbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9700 Dihlabeng  Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9700 Dihlabeng Lekkerdril Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng  Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng  Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Bakenpark Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Bergsig Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Bethlehem West Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Bohlokong Theronville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Eureka Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Hospitaalheuwel Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Industrial Area Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Industriele Gebied Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Jordania Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng La Provence Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Morelig Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Naledi Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Panorama Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Panorama East Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Railway Camp Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701 Dihlabeng Staffords Hill Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9702 Dihlabeng  Theronville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9702 Dihlabeng Bohlokong Theronville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9702 Dihlabeng Ditsheng Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9702 Dihlabeng Eyepeta Bohlokong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9702 Dihlabeng New Location Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9702 Dihlabeng Nuwe Lokasie Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9703 Dihlabeng Slabberts Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704 Dihlabeng Sheridan Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9705 Dihlabeng Danielsrus Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9706 Dihlabeng Kransfontein Bethlehem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
